id	184A1	184B5	21MT1	21NT	21PT	600MPE	AU565	BT474	BT483	BT549	CAMA1	EFM192A	EFM192B	EFM192C	HCC1143	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC3153	HCC38	HCC70	HS578T	JIMT1	LY2	MCF10A	MCF10F	MCF12A	MCF7	MDAMB134VI	MDAMB175VII	MDAMB231	MDAMB361	MDAMB453	MX1	SKBR3	SUM1315MO2	SUM149PT	SUM225CWN	SUM229PE	SUM52PE	T47D	T47D_Kbluc	UACC812	UACC893	ZR751	ZR7530	ZR75B
Group	Normal-like	Normal-like	Basal	Basal	Basal	Luminal	Luminal	Luminal	Luminal	Claudin-low	Luminal	Luminal	Luminal	Luminal	Basal	Claudin-low	Luminal	Luminal	Basal	Basal	Basal	Basal	Luminal	Basal	Claudin-low	Basal	Claudin-low	Basal	Luminal	Normal-like	Normal-like	Normal-like	Luminal	Luminal	Luminal	Claudin-low	Luminal	Luminal	Basal	Luminal	Claudin-low	Basal	Luminal	Basal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal	Luminal
ENSG00000156587	5.04	5.34	2.99	3.94	3.78	6.02	4.32	0.23	6.31	2.37	5.76	6.42	6.85	5.98	3.48	4.52	3.05	6.58	7.83	6.06	6.45	5.8	6.31	1.69	4.38	7.73	3.64	3.77	5.53	3.18	4.65	1.01	3.61	7.56	3.05	4.64	4.12	3.63	6.17	0.98	3.49	4.81	7.43	5.72	6.39	6.84	6.61	5.92	6.26	2.45	5.03	0.99
ENSG00000238072	0	0	0	0	0	0	0	3.12	2.8	5.4	2.92	0	0	0	4.55	4.16	2.28	3.35	4.6	4.97	1.54	2.65	6.05	0	3.86	3.02	2.49	3.53	0	0	2.59	0	3	4.09	2.19	4.16	0.97	0	0	0	0	2.99	0	0	0	3.15	0	0	0	0	3.53	3.23
ENSG00000166147	5.2	0.86	1.06	1.18	1.51	0.4	1.21	0.46	0.16	5.15	0.69	0.41	4.74	0.26	0.51	6	0.18	0.2	0.24	1.13	2.03	0.26	4.72	2.34	4.4	2.44	7.49	0.99	0.04	0.83	5.62	2.61	0.33	0.58	1.12	3.78	0.08	1.51	1.09	1.25	3.7	0.71	0	0.78	0.34	0.07	0	0.21	0.14	0.3	0.75	0.33
ENSG00000169083	0	0	1.1	0.57	0.12	2.52	2.88	4.32	2.34	3.57	5.12	2.16	2.89	3.87	0.06	0.54	4.22	3.78	0.03	0	0.04	3.48	6.02	0.37	0.03	1.95	1.58	0.06	3.98	0	0.41	0.03	4	2.41	3.59	0.07	4.06	6.61	0.2	1.54	3.93	0.06	1.44	0.75	0	2.51	2.03	2.58	4.89	3.54	5.17	1.04
ENSG00000243649	0.56	3.2	1.8	3.9	3.47	5.27	2.94	0.72	1.68	0.37	1.65	3.47	2.79	0.58	2.2	1.87	1.18	0.76	5.52	1.97	4.16	2.8	5.13	3.7	3.08	6.93	2.83	1.37	1.51	2.58	5.62	4.8	0.85	2.67	0.82	2.31	0.08	0.59	7.9	2.5	1.45	5.6	3.47	2.76	0.4	3.15	6.94	1.03	2.36	1.2	2.36	0.18
ENSG00000073605	2.36	1.3	0.34	1.29	0.71	2.87	7.38	5.15	1.68	1.03	1.43	4.21	2.43	4.49	1.64	2.73	1.6	2.58	1.32	0.99	2.74	7.12	4.23	2.37	3.82	2.31	0.56	4.27	0.85	0.34	1.46	0.33	1.13	2.94	1.49	0.31	1.55	2.42	1.46	8.63	1.49	1.55	1.31	2.14	2.31	2.2	1.59	4.62	6.81	2.25	1.84	1.43
ENSG00000264394	0	0	0	0	0	0	0	5.07	0	0	6.26	0	0	0	0	5.71	5.66	0	0	0	0	0	5.31	0	4.59	0	0	0	0	0	0	0	5.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170190	2.8	0.44	3.96	3.55	3.7	4.18	4.48	4.66	2.22	0	0.08	4.74	4.51	5.09	2.84	2.95	2.65	0.86	0.1	2.38	4.02	2.03	4.91	1.23	2.54	4.04	0.15	3.7	1.25	3.33	4.11	0.65	0.37	0.46	3.64	3.53	6.18	5.18	0.99	3.37	0	6.29	4.74	4.84	0.32	4.93	4.43	5.75	0.94	1.15	1.46	0.26
ENSG00000115641	6.64	6.18	7.19	6.82	6.93	4.01	5.1	3.22	3.03	6.05	1.59	5.58	5.51	6.53	6.83	4.18	4.94	3.06	4.44	5.23	6.43	7.42	3.59	5.65	5.29	5.94	7.57	7.9	3.27	5.9	7.15	5.64	1.68	3.34	3.65	5.86	1.18	0.25	6.87	3.33	8.81	4.13	6.02	6.68	6.02	5.41	7.1	7.48	5.67	5.15	6.98	2.64
ENSG00000139725	3.95	0.2	6.74	5.98	6.15	3.08	4.55	0.62	3.75	0	1.3	4.61	3.87	3.77	2.82	0.66	0.75	2.69	5.05	2.78	3.2	2.67	3.41	3.93	1.92	1.95	0.77	5.91	5.99	4.4	6.8	3.66	4.71	4.21	2.77	4.63	0.88	0.71	1.58	1.21	4.48	5.69	1.93	5.81	2.43	4.51	5	4.3	5.15	3.79	0.39	5.11
ENSG00000169429	0.45	0.93	6.27	5.03	4.78	0.32	0	0.06	0.34	2.52	0.1	0	0.11	0.06	3.46	1.44	0	0	2.04	3.07	1.99	3.35	2.07	4	2.39	1.83	4.67	0.76	0.42	3.38	7.1	2.51	0.18	0.06	2.44	3.38	0.29	0	3.4	0	0.33	4.67	2.03	0.16	0.19	0	0.45	0	0	0	0.18	0
ENSG00000264641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17	0	7.45	0	0	0	0	0	4.3	0	0	0	5.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6	0
ENSG00000213189	4.91	5.25	2.7	0.58	0.93	5.36	0.36	5.4	5.35	5.93	5.72	1.04	0.25	1.21	5.04	5.72	5.22	5.68	7.35	5.87	4.6	6.16	5.79	5.68	4.63	6.8	5.17	4.6	0.86	4.99	4.79	3.01	5.73	5.73	4.63	4.92	5.55	5.5	3.92	5.65	3.67	4.11	2.96	3.63	6.14	5.82	4.59	0	1.69	4.43	5.36	4.63
ENSG00000107833	7.06	5.8	6.86	6.78	6.97	3.62	6.89	4.49	4.43	7.17	6.07	6.52	6.85	6.25	6.64	5.72	2.8	6.01	6.8	7.24	5.57	0	5.43	6.21	5.36	5.56	5.96	5.72	7.28	6.68	5.99	7.7	5.87	5.37	4.93	6.58	5.11	5.68	6.26	5.22	8.49	6.1	0.68	6.81	5.42	6.49	7.16	6.07	5.02	0	4.1	0
ENSG00000111186	2.28	1.79	2.33	1.38	0.99	0	0.06	0.25	0.87	6.49	0.23	0.95	0.33	0.52	4.48	2.29	2.21	0.53	0.07	0.44	3.5	0	2.82	3.87	2.84	4.78	6.32	5.9	2.43	0.77	0.76	1.96	0.37	0.25	0	3.8	0.1	0.07	0.25	0	5.52	0.26	4.27	0.96	0	0	0.75	0	0	0.48	0.18	0.15
ENSG00000168306	3.5	0.41	2.35	3.97	4.15	4.32	3.93	0.91	5.51	0	0.46	3.45	2.14	4.44	1.23	1.91	7.34	2.03	1.43	0	1.44	3.2	4.52	0.33	1.66	0	0.72	1.76	2.06	3.22	4.56	2.34	2.5	5.02	5.77	4.17	2.41	0.83	3.03	2.46	2.12	3.31	2.16	0.71	4.16	5.77	6.99	6.19	2.49	4.69	3.11	0.31
ENSG00000230439	4.44	2.49	5.83	5.96	5.88	1.02	0.14	0.29	0.1	0.32	0.3	0.06	0	0.18	0.21	0.29	0.61	0	1.13	1.6	2.88	1.83	0.06	3.38	1.18	0.15	0.16	0.45	0.06	5.31	3.87	6.05	0	0.25	0.67	2.51	0.26	0.08	1.43	0.11	0.75	4.05	1.01	2.57	4.02	0.23	0.72	0.73	0	0.18	0.19	0.14
ENSG00000183044	2.23	3.75	1.1	0.52	0.6	3.38	1.24	4.16	5.13	0.18	5.17	2.85	2.75	4.79	0.75	0.93	3.1	6.92	0.44	0.57	2.26	1.1	3.38	1.24	0.29	0.86	0.3	2.55	6.08	0.46	1.46	1.03	4.38	3.39	3.94	0.06	5.85	3.47	0.66	0.12	0.85	0.85	1.55	2.77	0.43	3.6	3.29	5.59	3.44	5.4	4.18	2.91
ENSG00000140945	6.2	6.78	1.76	0.46	0.95	0.37	0.1	1.68	0.44	0	0.97	0.23	0.03	0.07	2.67	0.53	1.05	0.32	0.11	4.19	3	0.18	0.64	0.58	0	0.06	5.61	0.12	0.11	5.61	2.57	5.69	0.37	0.1	1.21	0	1.04	0.23	3.1	0.04	3.92	3.73	0	0.34	0.77	0.55	0.26	0.07	0.94	0.07	0.61	0.06
ENSG00000196954	4.89	4.69	5.69	6.02	5.99	4.55	3.88	2.95	2.99	2.2	0.55	4.76	0.58	0.9	3.64	4.16	1.24	2.12	3.78	6.35	5.15	5.92	5.8	5.21	4.71	6.78	4.43	5.27	0.25	5.89	6.14	4.15	1.39	0	4.47	4.94	5.03	3.08	4.6	3.17	0	4.05	5.03	3.38	2.78	3.74	2.87	0	3.84	3.29	3.65	0.86
ENSG00000090339	0.41	0.89	3.88	4.74	5.01	2.7	2.21	0.06	1.27	0.42	1.48	0.78	1.02	1.19	1.95	0.81	0.56	1.74	7.99	2.18	5	3.67	4.92	1.88	1.15	4.56	0.65	3.21	2.09	3.15	5.14	2.74	2.3	0.56	1.45	2.14	0.39	2.89	7.58	1.58	0.14	5.62	2.73	2.7	0	1.65	4.09	1.39	2.36	1.42	0.16	1.1
ENSG00000116774	0	3.75	3.23	1.68	2.58	2.7	0.08	0.06	3.4	1.73	4.43	2.32	1.83	0.88	0.07	0.15	0.06	1.09	0	0.07	0.39	0.6	3.38	0.33	6.28	0.1	2.23	6.65	2.81	0	0.32	0	0.1	0.19	0.33	0.56	5.17	0.04	0	0	0	0	0	0.32	1.16	3.87	5.05	5.11	0.27	2.03	0.07	0
ENSG00000074211	4.33	2.21	6.35	4.26	4.85	4.68	4.27	4.72	6	2.07	4.16	4.63	5.27	6.09	1.35	0.19	4.21	4.29	4.69	3.99	4.65	3.86	2.9	3.21	1.45	0	0.21	4.47	6.45	2.05	4.48	3.44	4.39	6.22	3.61	0.84	6.16	5.13	1.8	0	5.19	0.31	5.27	0.59	4.94	3.46	3.91	4.85	2.62	6	5.44	6.08
ENSG00000130429	8.63	7	10	10.12	10.04	6.43	9.82	5.19	7.81	6.99	6.71	9.67	9.31	8.39	1.1	5.39	4.33	6.97	8.98	7.66	7.96	7.6	5.48	6.29	5.53	10.33	7.71	7	10.28	8.59	8.98	9.31	8.46	6.73	7.66	8.6	5.6	4.79	7.49	8.76	9.25	10.23	5.74	9.97	9.51	7.5	7.17	8.21	9.68	7.5	5.57	7.73
ENSG00000267950	0	4.28	0	3.89	0	0	0	0	2.16	0	1.35	3.06	0	0	0	1.74	2.61	1.89	2.74	4.14	4.49	0	2.02	0	0	0	0	0	0	6.11	2.29	0	0	3.57	3.32	0.37	2	3.59	0	7.23	2.82	3.17	0	0	0	1.89	4.37	0	0	2.55	0	0
ENSG00000100031	1.75	3.97	1.8	1.08	1.84	3.73	7.63	3.55	4.13	1.21	4.6	3.99	6.06	4.78	2.39	0.92	5.75	3.73	1.51	2.03	1.52	3.04	6.97	3.11	1.46	2.34	3.94	0.9	3.1	0.41	2.74	1.8	1.47	4.81	4.63	3.29	7.87	5.65	2.66	5.33	2.68	1.43	5.94	1.7	4.1	3.98	3.32	4.03	6.42	6.01	5.53	2.38
ENSG00000128274	1.64	3.89	0	0.12	0	0	1.55	0.06	4.32	0.16	0.16	2.87	2.07	2.97	5.57	3.59	1.89	6.72	3.38	2.2	2.22	0.06	2.4	1.19	0.41	0.31	1.03	0.33	3.08	4.28	5.99	3.44	3.21	0.41	0.75	2.65	4.52	0	3.67	0	2.47	3.9	1.44	5.02	0.54	1.43	3.34	5.89	0	3.76	0.48	1.88
ENSG00000161267	3.24	4.36	6.92	6.45	6.68	4.99	3	6.65	5.48	4.5	4.5	5.19	7.1	6.29	4.17	0.24	6.39	4.83	4.72	6.34	6.52	3.11	6.94	1.01	3.89	4.53	0.33	5.15	7.7	5.88	4.24	4.94	6.28	5.78	4.46	4.81	6.43	7.39	6.32	1.32	0.38	5.29	6.91	4.14	6.39	6.21	6.94	5.93	7.27	6.12	5.61	6.54
ENSG00000174827	1.23	0.14	0	0.2	0	1.59	0.08	0.3	4.56	0.16	2.3	0.14	0.32	0	0.99	0.44	0.36	8.57	0	0.43	0.25	1.68	3.97	0.55	0.21	0.25	0.79	1.43	1.63	0.49	1.04	0	1	4.44	0.43	1.42	2.69	0.07	0	0.71	0	0.07	0.25	0.54	0.27	0.43	2.73	6.88	0	5.98	0.31	0.18
ENSG00000181392	0.7	0.2	4.87	4.9	4.7	3.64	5.06	4.19	4.74	0.8	4.2	5.47	5.88	6.04	0.46	0.43	4.82	4.35	4.71	0.06	2.21	2.9	4.75	4.44	0.56	3.56	0.57	4.26	4.57	0.25	2.5	1.66	4.96	4.61	4.89	1.14	4.15	4.85	2.33	3.85	1.08	5.11	4.34	5.14	4.61	5.29	5.48	6.1	5.29	5.94	3.95	5.35
ENSG00000077782	3.77	1.23	5.13	5.53	5.35	1.17	0.42	5.25	5.76	6.09	5.4	2.58	4.85	5.37	2.76	5.69	4.82	5.21	4.92	1.89	4.37	3.81	5.88	4.16	7.64	3.24	5.97	5.85	5.24	2.47	5.61	3.11	4.17	11.18	5.14	5.55	6.28	4.71	6.76	3.74	7.37	2.33	5.3	3.18	5.48	3.53	2.53	6.21	2.69	6.38	3.22	5.89
ENSG00000181444	0.18	2.59	0.61	1.26	1.54	2.42	5.53	3.92	5.22	2.69	5.03	6.1	4.82	4.88	1.55	2.26	4.3	3.36	3.69	0.04	1.48	2.2	4.58	1.27	1.14	3.97	0.26	0.85	6.05	0.52	0.74	1.01	5.27	5.24	5.12	0.12	4.12	6.02	3.15	4.26	5.66	2.64	4	1.03	3.58	3.89	4.2	5.19	4.65	5.13	3.79	4.46
ENSG00000233429	6.22	5.19	0.16	0	0	0	0	0.19	0	1.62	0	0.12	0	0	0.42	3.15	0.33	0	3.23	4.04	3.38	0.12	0	3	3.5	4.91	2.94	0.18	1.89	4.16	4.57	4	0.84	0	0	0	0.55	0	3.64	0	3.57	2.9	3.05	3.96	0.48	0	0	0	0	0	0	0
ENSG00000115129	6.88	7.52	5.1	5.31	5.19	2.87	3.07	2.08	1.65	3.76	3.15	2.55	3.14	1.55	3.76	1.15	2.84	1.76	2.66	2.65	3.44	4.18	3.81	5.34	3.25	2.87	4.36	3.2	3.9	6.28	8.17	5.97	3.82	4.89	3.25	5.01	2.77	4.57	4.5	2.22	4.89	5.29	0.73	4.84	3.16	9.24	8.99	3.33	4.41	4.21	1.61	3.21
ENSG00000140545	6.02	7.03	4.56	5.56	5.26	4.65	4.37	1.59	3.66	5.88	1.4	3.44	2.03	1.92	6.3	6.77	1.07	3.13	4.9	2.86	3.69	5.24	4.89	5.51	4.75	5.84	6.61	3.39	3.8	5.81	6.85	6.48	3.6	4.22	2.69	7.38	4.67	1.73	8.48	0.59	5.14	6.19	3.83	6.34	4.35	1.46	2.82	5.94	3.12	3.61	1.66	2.65
ENSG00000171462	4.78	7.48	3.79	3.37	3.33	0	0.33	0.19	0.24	4.45	0.42	0.83	1.37	0.63	3.99	0.48	0.52	1.5	2.16	3.88	3.23	0.62	2.84	2.4	1.21	0.59	1.9	3.75	1.47	5.73	1.96	5.1	0.4	0.41	0.25	2.44	0.76	0.42	1.2	0.08	4.78	1.45	0.93	6.24	3.87	2.05	2.35	1.18	0.23	0.33	0.21	0.16
ENSG00000147883	3.5	5.91	4.42	5.14	4.99	2.74	1.94	0.73	2.45	4.94	3.01	3.99	3.74	2.74	4.46	0	1.36	1.67	2.48	0	5.08	4.29	3.59	5.22	0	6.17	3.51	2.78	3.29	0	0	0	3.08	4.02	4.13	0	1.39	1.5	2.55	1.42	0.2	0	6.06	0.27	4.83	3.64	3.67	2.01	3.99	2.12	1.93	0.54
ENSG00000106003	4.7	5.14	5.83	5.87	6.12	5.24	4.65	5.81	5.27	2.18	3.13	3.76	2.99	4.6	1.64	0.64	4.93	3.07	0.59	3.8	2.71	3.81	5.75	1.28	2.27	0.12	1.3	2.1	5.2	3.22	3.3	4.17	3.65	4.58	4.56	3.43	5.8	4.44	0.48	3.88	1.77	2.61	7.15	6.33	1.72	1.96	4.5	7.76	6.4	5.94	5	5.99
ENSG00000162777	2.99	0.49	3.72	4.56	4.71	5.08	5.42	2.73	5.11	0.1	6.22	5.88	4.79	5.53	1.25	0.18	3.93	4.2	3.85	2.39	2.97	0.51	3.74	0.38	2.33	5.77	0.21	0.26	4.41	2.05	3.54	1.7	4.81	4.79	5.19	0.16	4.69	4.03	1.76	4.87	0.44	0	4.11	3.69	5.17	4.99	4.71	3.61	3.24	4.78	4.11	3.8
ENSG00000087494	6.29	2.33	2.85	2.95	2.92	0	0	1.1	0.76	1.16	0	0.15	0.16	0.25	5.52	2.99	0	0	0.14	7.38	1.12	1.13	5.14	1.36	0.59	0.7	2.77	1.51	0	3.04	5.58	4.59	0.18	2.3	0.31	0.49	2.22	0.36	0.74	0	1.18	0.32	2.11	2.26	0.91	0	0.08	0	0	0.1	0.16	0
ENSG00000055163	3.36	5.56	0.67	0.21	0.07	4.35	6.05	5.61	4.84	1.46	5.94	6.19	6.69	6.71	3.77	0.71	2.8	4.52	3.72	0.91	0.81	1.28	2.46	3.52	0.75	0.36	1.55	2.14	4.66	3.74	1.73	3.11	3.94	4.27	4.43	1.93	3.03	3.27	3.43	3.78	3.36	1.32	1.21	0.04	5.06	4.58	3.25	5.09	2.89	4.35	3.59	5.14
ENSG00000176532	4.43	1.58	4.82	4.43	4.49	2.73	4.45	5.06	4.65	0	4.35	3.58	3.81	3.28	1.12	0	4.35	2.91	0.06	1.76	2.91	3.34	4.08	2.07	0.04	3.94	0.16	2.47	3.43	2.32	3.74	2.13	4.04	5.74	6.63	0.2	4.62	5.15	0.72	4.99	0	3.56	6.27	2.56	4.46	1.82	2.48	6.18	6.71	5.55	3.63	3.64
ENSG00000162975	0	0.14	2.89	1.85	2.17	0	0.03	0.16	7.62	0	0	5.86	0.67	4.7	1.2	0.96	0.12	2.95	1.14	0.25	0.36	0.04	3.45	0	0.14	0	0.15	0.46	2.38	0	0	0	1.09	0.86	2.65	0.24	2.76	0.03	0.89	0	2.11	0	0.65	0.12	0.82	3.9	4.68	5.59	0.52	4.62	0.3	2.54
ENSG00000145824	1.14	7.06	0	0	0.04	0	0	3.94	0	0	0.72	0.11	0.21	5.51	0	0.06	0	5.02	0	0	0.82	0	0.9	1.97	0.26	0	0	0	0	0.19	0.08	1.58	0	0.1	0	0.07	2.19	0	3.01	0	0	0	0	0.16	0	0	0.42	8.24	0	0	0	0
ENSG00000189221	5.01	6.7	5.09	5.08	4.63	0.42	0.71	0.72	0.39	0.38	0.04	0.61	0.53	1.13	0.72	0.12	0.93	1.87	0.34	3.83	1.55	1.92	2.92	0.14	0.01	1.77	0.11	5.91	0.82	5.48	3.64	4.5	3.42	2.58	2.46	1.77	1.17	0.11	0.29	1.21	1.6	1.56	0	4.15	1.39	0.07	0.58	0.84	0	0.19	0.59	0.24
ENSG00000130005	5.82	4.39	1.14	1.28	0.97	3.73	6.14	4.19	5.88	4.27	5.12	6.75	6.35	7.45	5.1	4.23	4.77	4.48	4.62	4.37	3.51	0.44	4.65	1.44	2.29	0.8	5.05	0	4.5	2.24	3.19	3.57	3.04	6.62	4.84	6.3	4.82	6.57	5.36	4.04	6.56	4.9	4.38	4.81	4.86	6.35	6.42	6.57	4.45	7.15	4.67	6.57
ENSG00000184916	6.78	7.24	4.87	5.26	6.08	2.9	3.81	3.42	5.94	2.28	5.33	6.4	6.77	5.88	7.91	1.91	2.12	4.32	5.93	5.67	5.65	4.1	2.52	4.33	2.87	5.24	0.08	2.82	6.4	5.87	3.33	5.83	4.8	5.27	3.92	0.93	2.78	6.81	6.23	1.66	3.22	2.09	1.79	7.7	4.88	5.32	5.48	4.68	3.89	6.06	2.99	6.68
ENSG00000221190	0	0	0	0	0	0	0	4.6	0	0	5.61	0	0	0	4.83	4.55	3.18	0	0	0	0	0	6.25	0	3.31	0	0	0	0	0	0	0	5.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18	0
ENSG00000221533	0	0	0	0	0	0	0	4.6	0	0	5.61	0	0	0	4.83	4.55	3.18	0	0	0	0	0	6.25	0	3.31	0	0	0	0	0	0	0	5.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18	0
ENSG00000221603	0	0	0	0	0	0	0	4.6	0	0	5.61	0	0	0	4.83	4.55	3.18	0	0	0	0	0	6.25	0	3.31	0	0	0	0	0	0	0	5.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.18	0
ENSG00000137747	0.16	2.89	3.04	3.51	3.57	4.01	6.34	3.2	4.15	0.03	3.05	5.37	4.83	4.35	3.43	0	3.05	4.45	4.8	0.69	3.48	3.46	3.98	5.38	0.3	5.13	0.04	1.14	5.07	0.48	2.36	2.52	4	1.7	3.51	0	3.67	5.39	4.82	5.36	0	1.74	5.58	2.64	4.53	6.44	6.17	4.31	4.56	4.63	4.21	4.13
ENSG00000104327	0.77	2.07	3.82	4.24	2.65	0	1.07	0.54	0	0.54	0.2	0.01	0.63	0.15	7.2	1.38	0.93	1.05	0	6.35	5.2	0.65	3.83	0.51	0.66	6.01	2.51	2.68	0	3.47	1.14	4.88	0	0.93	0.87	0.71	0.49	0.63	1.52	0.85	3.18	3.52	0	1.04	0.82	0.24	0	0	1.5	0	0.67	0.25
ENSG00000234528	3.22	0	0	0	0	7.82	0	0	0.74	0	0	0	0	0	0	0	0	0	0	0.72	0	4.82	0	0	0	0	0	0	0	5.29	4.58	0	0	0	0	1.16	0	0	0	0	0	0	0	0	3.35	4.77	4.74	0	0	3.3	0.68	0
ENSG00000166173	5.51	3.64	3.81	3.97	3.78	2.32	0.34	2.51	1.97	4.99	0.08	2.82	4.55	3.26	3.99	6.91	1.78	1.69	8.18	3.87	4.1	2.94	4.26	5.39	3.93	5.96	4.66	4.73	2.38	3.7	5.47	3.73	1.78	2.88	1.63	5.71	3.71	0.33	6.09	0	6.83	5.37	4.28	3.87	4.12	3.13	3.06	3.8	0	1.5	1.51	1.66
ENSG00000160183	0	0.45	1.72	1.21	1.24	6.1	2.85	2.84	4.7	0	3.76	1.91	0.45	2.52	0.26	0.04	1.29	3.71	4.69	0.77	2.73	0.65	4.79	4.39	0.18	3.53	0.08	0	2.87	2.29	0.6	0	1.16	0.1	3.83	0	4.7	0	3.7	0.56	0.12	5.38	4.38	0.31	0.86	2.65	3.14	4.51	0.71	0.43	4.92	0.26
ENSG00000151117	1.08	1.48	0.23	0.43	0.2	3.32	2.48	4.04	2.44	0.57	2.24	2.44	3.38	3.46	0.16	0.31	5.3	2.2	1.59	0.36	1.46	1.05	4.54	1.12	0.24	0.58	0.12	0.99	2.67	0.2	0.39	0	1.43	3.18	3.71	0.12	5.09	4.16	2.4	1.1	0.63	0.11	5.93	0.36	5.2	2.78	2.33	4.62	5.12	5.48	6.28	2.51
ENSG00000197457	3.32	0.86	3.38	3.38	3.37	1.19	3.48	4	6.23	6.5	4.4	3.48	5.71	5.74	5.28	4.76	2.81	8.09	2.99	2.11	3.83	1.4	2.54	3.6	2.52	1.16	1.13	3.69	5.37	2.96	1.53	3.92	5.04	7.58	5.84	1.13	5.6	1.82	4.71	3.95	3.4	6.09	4.76	3.7	4.69	0.82	2.82	7.88	3.84	6.73	2.7	4.98
ENSG00000245910	7.51	7.3	7.2	7.68	7.52	6.02	4.32	5.53	6	7.25	7.22	2.4	2.14	2.14	6.65	7.54	5.67	6.53	7.2	5.78	5.52	0	5.09	6.76	7.07	6.61	7.83	8.09	7.12	7.95	7.39	8.93	7.07	6.39	6.68	7.71	0.51	7.65	7.14	5.73	7.85	5.41	6.28	7.56	7.49	6.69	7.46	6.91	5.38	6.38	5.67	6.22
ENSG00000166394	0	4.19	4.31	4.72	4.73	4.16	4.17	1.7	2.85	3.12	1.26	2.31	2.66	2.53	3.75	0.56	5.09	0.03	6.16	2.63	3.51	2.79	4.39	0.39	1.22	4.08	2.16	0.08	0.58	1.69	5.97	2.2	0.01	0.9	2.36	0	0.64	0.23	6.57	4.07	0	3.9	4.6	3.05	4.82	3.4	2.64	5.83	4.93	3.85	1.68	2.99
ENSG00000170561	6.06	6.36	5.95	6.32	6.32	4.79	5.95	4.29	3.2	0.03	3.8	5.79	6.36	6.61	6.27	2.67	3.13	3.19	2.79	4.93	5.91	6.45	5.59	5.25	2.54	2.83	0.12	4.38	4.44	5.92	4.12	5.92	3.51	2.63	4.76	0	3.27	3.66	4.01	5.36	0.21	5.83	4.28	0.52	7.24	4.33	4.59	5.22	5.3	4.78	3.57	2.81
ENSG00000144648	0.21	0.38	0.77	0.41	0.53	1.68	5.43	0.58	0.21	0.14	0.27	3.93	5.58	4.53	0.15	0.57	1.83	0.59	0.14	0.03	2.45	5.27	5.45	0.29	0.15	4.79	0.11	3.45	0.92	0.15	0.62	0.37	0.12	0.88	2.7	0.04	3.33	0.11	0.19	3.44	0.36	1.01	6.21	0.04	2.11	4.3	1.12	1.43	2.54	0.94	0.59	0.8
ENSG00000179750	2.59	3.69	2.34	2.55	2.54	4.39	0.36	5.21	4.38	4.17	3.59	4.32	4.34	5.24	7.45	5.78	2.95	3.17	7.14	3.47	5.94	6.86	6.22	4.95	0	2.06	5.72	4.66	2.19	1.53	3	2.82	4.56	4.35	3.14	6.06	5.13	6.11	7.37	0	3.04	2.59	5.89	5.01	0.31	5.09	5.74	4.57	5.53	5.09	3.76	3.35
ENSG00000157765	0.04	0	0.14	0.21	0.07	5.42	0.18	0.24	0.19	0	0	0.2	1.07	0.08	4.61	0.04	0.04	0.03	1.99	0.06	0.58	0.04	3.47	4.71	1.72	6.71	0	0	0.04	0	0	0	0	0.01	0.24	0.06	0.01	0.06	7.05	0	0.04	0.07	2.74	0.12	0	0.29	0	0.38	3.63	3.57	0	0.1
ENSG00000116729	6.24	5.67	4.85	5.6	5.89	5.7	3.71	5.37	1.46	6.33	0.55	1.95	2.77	3.12	3.92	4.3	0	3.66	4.57	4.25	5.51	4.19	5.13	5.49	5.63	6.07	5.5	2.71	0.33	4.44	4.96	5.28	1.36	0	0.91	5.18	4.51	2.36	5.67	4.4	5.83	4.21	4.81	4.87	0.26	2.65	2.24	1.29	1.86	3.71	4.15	4
ENSG00000227051	0.58	0.58	0.8	0.89	0.71	1.8	1.49	4.8	5.27	1.44	4.8	2.13	3.68	3.01	0	2.59	1.32	5.44	0.25	0.26	1.62	1.37	0.48	1.72	0.69	0	3.42	0	5.62	0.01	0.04	1.78	4.34	5.4	3.34	0.01	3.93	2.14	1.08	0.48	4.06	0.21	1.73	0.57	0.83	2.8	3.38	6.4	4.84	2.67	4.51	1.74
ENSG00000154134	3.65	3.56	2.58	2.42	2.34	2.08	0.71	0	0.19	0	0	0.24	1.57	0.16	4.15	1.61	0	0.85	6.84	2.82	3.43	1.29	0.57	2.42	2.63	0.16	3.81	1.38	0.71	6.11	7.06	2.99	0.59	0	0.52	5.51	1.19	0.71	4.48	0.42	4.77	3.8	2.93	2.36	2.63	2.63	2.39	1.69	0	1.39	0	2.16
